date,title,url
2015-02-17,"Lack of enthusiasm in workers failed Congress to achieve new membership drive targets",http://timesofindia.indiatimes.com//city/ahmedabad/Lack-of-enthusiasm-in-workers-failed-Congress-to-achieve-new-membership-drive-targets/articleshow/46268592.cms
2015-05-19,"Lack of infra puts Andhra a step behind T in IT sector",http://timesofindia.indiatimes.com//city/hyderabad/Lack-of-infra-puts-Andhra-a-step-behind-T-in-IT-sector/articleshow/47336157.cms
2015-03-01,"Lack of reforms, increase in service tax disappoint city traders",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-reforms-increase-in-service-tax-disappoint-city-traders/articleshow/46415490.cms
2015-01-20,"Lack of funds, publicity haunt Visakha Utsav",http://timesofindia.indiatimes.com//city/visakhapatnam/Lack-of-funds-publicity-haunt-Visakha-Utsav/articleshow/45950019.cms
2015-02-15,"Lack of sponsors, venue keep artistes away from city",http://timesofindia.indiatimes.com//city/navi-mumbai/Lack-of-sponsors-venue-keep-artistes-away-from-city/articleshow/46247107.cms
2015-02-15,"Lack of spectrum no excuse for call drops: Ravi Shankar Prasad",http://timesofindia.indiatimes.com//business/india-business/Lack-of-spectrum-no-excuse-for-call-drops-Ravi-Shankar-Prasad/articleshow/46249071.cms
2015-05-15,"Lack of proper financial model for media encouraging paid news: Jaitley",http://timesofindia.indiatimes.com//india/Lack-of-proper-financial-model-for-media-encouraging-paid-news-Jaitley/articleshow/47291368.cms
2015-02-23,"H1N1: Lack of policy on vaccination raises concern",http://timesofindia.indiatimes.com//city/chennai/H1N1-Lack-of-policy-on-vaccination-raises-concern/articleshow/46336692.cms
2015-05-10,"Lack of amenities affects quality of life near IT park",http://timesofindia.indiatimes.com//city/pune/Lack-of-amenities-affects-quality-of-life-near-IT-park/articleshow/47218985.cms
2015-01-24,"Lack of edu facilities splits families of migrants",http://timesofindia.indiatimes.com//city/coimbatore/Lack-of-edu-facilities-splits-families-of-migrants/articleshow/46000575.cms
2015-02-18,"Lack of basic facilities force rural women to visit city hospitals",http://timesofindia.indiatimes.com//city/visakhapatnam/Lack-of-basic-facilities-force-rural-women-to-visit-city-hospitals/articleshow/46279508.cms
2015-02-20,"Lack of sleep can up risk of type 2 diabetes",http://timesofindia.indiatimes.com//home/science/Lack-of-sleep-can-up-risk-of-type-2-diabetes/articleshow/46307127.cms
2015-04-25,"Lack of manpower plagues GMCH again",http://timesofindia.indiatimes.com//city/aurangabad/Lack-of-manpower-plagues-GMCH-again/articleshow/47045688.cms
2015-04-25,"Lack of formal finance may be driving farmers to suicide: RBI governor",http://timesofindia.indiatimes.com//india/Lack-of-formal-finance-may-be-driving-farmers-to-suicide-RBI-governor/articleshow/47045852.cms
2015-03-19,"‘Lack of motivation’ sees low voter turnout in S Goa",http://timesofindia.indiatimes.com//city/goa/Lack-of-motivation-sees-low-voter-turnout-in-S-Goa/articleshow/46614889.cms
2015-03-19,"Lack of hosp leads to rise in death toll",http://timesofindia.indiatimes.com//city/ranchi/Lack-of-hosp-leads-to-rise-in-death-toll/articleshow/46612681.cms
2015-03-19,"Lack of hosp leads to rise in death toll",http://timesofindia.indiatimes.com//city/ranchi/Lack-of-hosp-leads-to-rise-in-death-toll/articleshow/46620016.cms
2015-05-16,"'Lack of manpower affects traffic management'",http://timesofindia.indiatimes.com//city/noida/Lack-of-manpower-affects-traffic-management/articleshow/47303039.cms
2015-05-16,"Lack of funds makes road schemes uncertain in Nashik",http://timesofindia.indiatimes.com//city/nashik/Lack-of-funds-makes-road-schemes-uncertain-in-Nashik/articleshow/47304096.cms
2015-04-06,"‘Lack of outdoor playing can cause health problems in kids’",http://timesofindia.indiatimes.com//city/kanpur/Lack-of-outdoor-playing-can-cause-health-problems-in-kids/articleshow/46819632.cms
2015-04-06,"Lack of food safety killing 2.2 mn every year",http://timesofindia.indiatimes.com//life-style/health-fitness/health-news/Lack-of-food-safety-killing-2-2-mn-every-year/articleshow/46820539.cms
2015-02-14,"Lack of parking spaces, congestion irk top cop",http://timesofindia.indiatimes.com//city/kolhapur/Lack-of-parking-spaces-congestion-irk-top-cop/articleshow/46241140.cms
2015-02-14,"Lack of parking spaces, congestion irk top cop",http://timesofindia.indiatimes.com//city/kolhapur/Lack-of-parking-spaces-congestion-irk-top-cop/articleshow/46241161.cms
2015-05-27,"Lack of match opportunity marred my nat team chances: Romeo",http://timesofindia.indiatimes.com//city/goa/Lack-of-match-opportunity-marred-my-nat-team-chances-Romeo/articleshow/47434877.cms
2015-05-27,"Lack of funds stalls KMC’s plan to set up abattoir",http://timesofindia.indiatimes.com//city/kolhapur/Lack-of-funds-stalls-KMCs-plan-to-set-up-abattoir/articleshow/47437386.cms
2015-05-27,"Lack of apple storage facility in Himachal Pradesh holds good yield ransom",http://timesofindia.indiatimes.com//india/Lack-of-apple-storage-facility-in-Himachal-Pradesh-holds-good-yield-ransom/articleshow/47437669.cms
2015-03-31,"Lack of funds, experts to hinder Charminar renovation",http://timesofindia.indiatimes.com//city/hyderabad/Lack-of-funds-experts-to-hinder-Charminar-renovation/articleshow/46751074.cms
2015-01-01,"Lack of life-saving drugs at GMCH shocks MLA",http://timesofindia.indiatimes.com//city/aurangabad/Lack-of-life-saving-drugs-at-GMCH-shocks-MLA/articleshow/45716233.cms
2015-03-12,"Lack of funds puts brakes on MSRTC expansion plans in Kolhapur",http://timesofindia.indiatimes.com//city/kolhapur/Lack-of-funds-puts-brakes-on-MSRTC-expansion-plans-in-Kolhapur/articleshow/46535324.cms
2015-03-12,"Lack of western toilets in Government Hospital inconveniences patients",http://timesofindia.indiatimes.com//city/trichy/Lack-of-western-toilets-in-Government-Hospital-inconveniences-patients/articleshow/46535626.cms
2015-03-12,"Lack of evidence led to Sujena bail: Assam DGP",http://timesofindia.indiatimes.com//city/guwahati/Lack-of-evidence-led-to-Sujena-bail-Assam-DGP/articleshow/46532972.cms
2015-04-09,"Lack of records, publicity cast cloud over rly vehicle auctions",http://timesofindia.indiatimes.com//city/bengaluru/Lack-of-records-publicity-cast-cloud-over-rly-vehicle-auctions/articleshow/46855695.cms
2015-04-09,"Lack of records, publicity cast cloud over railway vehicle auctions",http://timesofindia.indiatimes.com//city/bengaluru/Lack-of-records-publicity-cast-cloud-over-railway-vehicle-auctions/articleshow/46858201.cms
2010-04-11,"Lack of container security poses threat of N-smuggling",http://timesofindia.indiatimes.com//articleshow/5783411.cms
2010-11-15,"Lack of parking sense troubles cops",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-parking-sense-troubles-cops/articleshow/6926166.cms
2010-07-11,"CJI: Lack of settlement culture behind backlog",http://timesofindia.indiatimes.com//india/CJI-Lack-of-settlement-culture-behind-backlog/articleshow/6153151.cms
2011-04-28,"Lack of ideas drains Rock Garden's charm",http://timesofindia.indiatimes.com//city/chandigarh/Lack-of-ideas-drains-Rock-Gardens-charm/articleshow/8103602.cms
2011-03-13,"Lack of reliable info on housing projects worries buyers",http://timesofindia.indiatimes.com//city/gurgaon/Lack-of-reliable-info-on-housing-projects-worries-buyers/articleshow/7688967.cms
2011-03-13,"Lack of reliable info on housing projects worries buyers",http://timesofindia.indiatimes.com//city/gurgaon/Lack-of-reliable-info-on-housing-projects-worries-buyers/articleshow/7690293.cms
2010-06-22,"Lack of winds may delay rains in Delhi",http://timesofindia.indiatimes.com//india/Lack-of-winds-may-delay-rains-in-Delhi/articleshow/6076905.cms
2011-09-08,"Lack of guidelines spell doom for heritage structures",http://timesofindia.indiatimes.com//city/mysuru/Lack-of-guidelines-spell-doom-for-heritage-structures/articleshow/9909499.cms
2011-08-28,"Lack of fire hydrants leaves Margao vulnerable",http://timesofindia.indiatimes.com//city/goa/Lack-of-fire-hydrants-leaves-Margao-vulnerable/articleshow/9765344.cms
2011-08-28,"Lack of contractor agreements stall projects in PCMC areasPCMC projects stalled due to lack of contractors yet to sign agreement",http://timesofindia.indiatimes.com//city/pune/Lack-of-contractor-agreements-stall-projects-in-PCMC-areasPCMC-projects-stalled-due-to-lack-of-contractors-yet-to-sign-agreement/articleshow/9768343.cms
2011-04-04,"Lack of water meters leaves Delhi high & dry",http://timesofindia.indiatimes.com//city/delhi/Lack-of-water-meters-leaves-Delhi-high-dry/articleshow/7858238.cms
2010-08-06,"Lack of coordination again leads to wastage of CWG funds",http://timesofindia.indiatimes.com//city/delhi/Lack-of-coordination-again-leads-to-wastage-of-CWG-funds/articleshow/6263409.cms
2010-08-06,"Lack of funds hits secondary edu project",http://timesofindia.indiatimes.com//city/goa/Lack-of-funds-hits-secondary-edu-project/articleshow/6263887.cms
2010-08-06,"Lack of coordination again leads to wastage of funds",http://timesofindia.indiatimes.com//articleshow/6264096.cms
2011-08-23,"Lack of bench strength will be concern for Team India",http://timesofindia.indiatimes.com//series-tournament/india-in-england/top-stories/Lack-of-bench-strength-will-be-concern-for-Team-India/articleshow/9707624.cms
2011-05-26,"Lack of staff could expose BIA to risk",http://timesofindia.indiatimes.com//city/bengaluru/Lack-of-staff-could-expose-BIA-to-risk/articleshow/8575214.cms
2010-08-07,"Lack of good teachers affecting education system'",http://timesofindia.indiatimes.com//city/ahmedabad/Lack-of-good-teachers-affecting-education-system/articleshow/6267534.cms
2011-05-07,"Lack of feeder buses hits commuters` pockets",http://timesofindia.indiatimes.com//city/noida/Lack-of-feeder-buses-hits-commuters-pockets/articleshow/8183911.cms
2011-05-07,"Lack of club culture no issue in India hosting world event: FIH",http://timesofindia.indiatimes.com//sports/hockey/top-stories/Lack-of-club-culture-no-issue-in-India-hosting-world-event-FIH/articleshow/8187934.cms
2011-03-25,"Lack of CCTVs affects security at Central jail",http://timesofindia.indiatimes.com//city/coimbatore/Lack-of-CCTVs-affects-security-at-Central-jail/articleshow/7784300.cms
2010-01-17,"Lack of money crashes Ronit's journey to Australia",http://timesofindia.indiatimes.com//indian-challenges/Lack-of-money-crashes-Ronits-journey-to-Australia/articleshow/5454296.cms
2010-01-17,"Lack of drinking water on Sea Link comes in for criticism",http://timesofindia.indiatimes.com//sports/more-sports/athletics/Lack-of-drinking-water-on-Sea-Link-comes-in-for-criticism/articleshow/5456229.cms
2010-04-26,"Lack of monitoring raises decibels on roads",http://timesofindia.indiatimes.com//city/kanpur/Lack-of-monitoring-raises-decibels-on-roads/articleshow/5861004.cms
2010-03-04,"Lack of exposure did us in: Brasa",http://timesofindia.indiatimes.com//top-stories/Lack-of-exposure-did-us-in-Brasa/articleshow/5644382.cms
2011-06-02,"Is the child a bully? Lack of sleep could be the trigger",http://timesofindia.indiatimes.com//home/science/Is-the-child-a-bully-Lack-of-sleep-could-be-the-trigger/articleshow/8688978.cms
2010-11-06,"Lack of coordination between STF, police in CMO murder case",http://timesofindia.indiatimes.com//city/lucknow/Lack-of-coordination-between-STF-police-in-CMO-murder-case/articleshow/6876422.cms
2011-12-08,"Lack of clarity worries foreign varsities: Report",http://timesofindia.indiatimes.com//city/pune/Lack-of-clarity-worries-foreign-varsities-Report/articleshow/11026256.cms
2011-04-09,"Lack of ventilation led to the tragedy",http://timesofindia.indiatimes.com//city/bengaluru/Lack-of-ventilation-led-to-the-tragedy/articleshow/7921008.cms
2010-10-14,"`Lack of leadership qualities ruins society'",http://timesofindia.indiatimes.com//city/hubballi/Lack-of-leadership-qualities-ruins-society/articleshow/6749999.cms
2010-08-14,"Lack of drivers slows down LPG autos",http://timesofindia.indiatimes.com//city/ludhiana/Lack-of-drivers-slows-down-LPG-autos/articleshow/6312160.cms
2011-03-27,"Lack of open spaces takes wind out of kite-flying clubs",http://timesofindia.indiatimes.com//city/mumbai/Lack-of-open-spaces-takes-wind-out-of-kite-flying-clubs/articleshow/7796481.cms
2011-04-08,"Lack of stretcher costs patient's life at IGGMCH",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-stretcher-costs-patients-life-at-IGGMCH/articleshow/7907072.cms
2011-05-16,"Lack of space in Mira Road hits RTO drive",http://timesofindia.indiatimes.com//city/mumbai/Lack-of-space-in-Mira-Road-hits-RTO-drive/articleshow/8352811.cms
2010-10-19,"Lack of identity proof make task of unauthorised priests easy",http://timesofindia.indiatimes.com//city/varanasi/Lack-of-identity-proof-make-task-of-unauthorised-priests-easy/articleshow/6776170.cms
2011-06-30,"Lack of funds is the biggest hurdle for entrepreneurship",http://timesofindia.indiatimes.com//business/india-business/Lack-of-funds-is-the-biggest-hurdle-for-entrepreneurship/articleshow/9044510.cms
2010-12-10,"Lack of human rights' courts saddens activists",http://timesofindia.indiatimes.com//city/pune/Lack-of-human-rights-courts-saddens-activists/articleshow/7073386.cms
2010-12-10,"Lack of airport passes hampers DRI raids",http://timesofindia.indiatimes.com//city/mumbai/Lack-of-airport-passes-hampers-DRI-raids/articleshow/7073358.cms
2011-03-21,"Lack of good teachers a deterrent to learning foreign languages",http://timesofindia.indiatimes.com//city/pune/Lack-of-good-teachers-a-deterrent-to-learning-foreign-languages/articleshow/7749643.cms
2011-06-11,"Lack of proper marketing hits litchi traders",http://timesofindia.indiatimes.com//city/patna/Lack-of-proper-marketing-hits-litchi-traders/articleshow/8807714.cms
2010-02-19,"Lack of alertness caused attack, admits Buddhadeb",http://timesofindia.indiatimes.com//india/Lack-of-alertness-caused-attack-admits-Buddhadeb/articleshow/5590440.cms
2011-08-11,"Lack of clear govt guidelines affecting sickle cell patients",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-clear-govt-guidelines-affecting-sickle-cell-patients/articleshow/9559880.cms
2011-08-11,"Lack of vision: Rs 50 lakh go down the drain",http://timesofindia.indiatimes.com//india/Lack-of-vision-Rs-50-lakh-go-down-the-drain/articleshow/9560930.cms
2011-02-17,"'Lack of governance most disturbing'",http://timesofindia.indiatimes.com//articleshow/7517476.cms
2010-11-14,"Lack of vitamin D poses diabetes risk",http://timesofindia.indiatimes.com//home/science/Lack-of-vitamin-D-poses-diabetes-risk/articleshow/6922336.cms
2010-11-14,"Lack of awareness on condom vending machines",http://timesofindia.indiatimes.com//city/kanpur/Lack-of-awareness-on-condom-vending-machines/articleshow/6925691.cms
2011-07-12,"Lack of professionalism running railways to ground",http://timesofindia.indiatimes.com//india/Lack-of-professionalism-running-railways-to-ground/articleshow/9192146.cms
