date,title,url
2014-10-22,"Baby step forward: Coal requires wholesale reform without which India’s growth story will lack power",http://timesofindia.indiatimes.com//articleshow/44903498.cms
2014-12-21,"Independent panels lack consistency, says Mourinho",http://timesofindia.indiatimes.com//sports/football/epl/top-stories/Independent-panels-lack-consistency-says-Mourinho/articleshow/45594335.cms
2014-03-08,"India's warship refits suffer lack of quality control",http://timesofindia.indiatimes.com//india/Indias-warship-refits-suffer-lack-of-quality-control/articleshow/31628127.cms
2014-05-01,"Cong, SP lack moral right to contest election: Yogi Adityanath",http://timesofindia.indiatimes.com//news/Cong-SP-lack-moral-right-to-contest-election-Yogi-Adityanath/articleshow/34443211.cms
2014-05-01,"Cong, SP lack moral right to contest election: Yogi Adityanath",http://timesofindia.indiatimes.com//city/varanasi/Cong-SP-lack-moral-right-to-contest-electionYogiAdityanath/articleshow/34443345.cms
2014-08-29,"Rajnath episode highlights govt’s lack of media set-up",http://timesofindia.indiatimes.com//india/Rajnath-episode-highlights-govts-lack-of-media-set-up/articleshow/41139086.cms
2014-08-16,"6 newly-wed brides resent against lack of toilets at in-laws' place, return home",http://timesofindia.indiatimes.com//city/lucknow/6-newly-wed-brides-resent-against-lack-of-toilets-at-in-laws-place-return-home/articleshow/40317141.cms
2014-08-07,"Akola airport can't be expanded due to lack of land: AAI",http://timesofindia.indiatimes.com//city/nagpur/Akola-airport-cant-be-expanded-due-to-lack-of-land-AAI/articleshow/39773796.cms
2014-06-25,"Staff blames lack of workers for shelter home's irregularities",http://timesofindia.indiatimes.com//city/lucknow/Staff-blames-lack-of-workers-for-shelter-homes-irregularities/articleshow/37150049.cms
2014-06-02,"Badaun gang rape and murder retrains focus on lack of sanitation facilities",http://timesofindia.indiatimes.com//india/Badaun-gang-rape-and-murder-retrains-focus-on-lack-of-sanitation-facilities/articleshow/35924064.cms
2014-06-02,"UPA policies, lack of election strategy defeated us: Kerala Pradesh Congress Committee",http://timesofindia.indiatimes.com//city/thiruvananthapuram/UPA-policies-lack-of-election-strategy-defeated-us-Kerala-Pradesh-Congress-Committee/articleshow/35941111.cms
2014-11-12,"Despite funds, many schools lack basic infra",http://timesofindia.indiatimes.com//city/ahmedabad/Despite-funds-many-schools-lack-basic-infra/articleshow/45116911.cms
2014-11-12,"Old boys rue lack of full-time principal as SSG turns 50 today",http://timesofindia.indiatimes.com//city/guwahati/Old-boys-rue-lack-of-full-time-principal-as-SSG-turns-50-today/articleshow/45114451.cms
2014-05-11,"Mulligan finds lack of good female roles in films",http://timesofindia.indiatimes.com//entertainment/english/hollywood/news/Carey-Mulligan-in-Skylight-Actress-Carey-Mulligan-was-happy-to-take-on-a-role-in-stage-show-Skylight-because-of-the-lack-of-brilliant-female-roles-in-film/articleshow/34961978.cms
2014-06-16,"DHBVN blames lack of manpower for outages",http://timesofindia.indiatimes.com//city/gurgaon/DHBVN-blames-lack-of-manpower-for-outages/articleshow/36624636.cms
2014-01-11,"Seemandhra MLAs betray lack of unity",http://timesofindia.indiatimes.com//city/hyderabad/Seemandhra-MLAs-betray-lack-of-unity/articleshow/28659966.cms
2014-10-20,"Experts blame it on Raj Thackeray’s ego, lack of organization",http://timesofindia.indiatimes.com//home/specials/assembly-elections-2014/maharashtra-news/Experts-blame-it-on-Raj-Thackerays-ego-lack-of-organization/articleshow/44883027.cms
2014-07-04,"Government Medical College and Hospital, Government Dental College deans shifted over lack of amenities",http://timesofindia.indiatimes.com//city/nagpur/Government-Medical-College-and-Hospital-Government-Dental-College-deans-shifted-over-lack-of-amenities/articleshow/37731130.cms
2014-07-04,"‘Civic healthcare centres lack facilities’",http://timesofindia.indiatimes.com//city/aurangabad/Civic-healthcare-centres-lack-facilities/articleshow/37757265.cms
2014-09-13,"Chennai peripheries see red over lack of green cover",http://timesofindia.indiatimes.com//city/chennai/Chennai-peripheries-see-red-over-lack-of-green-cover/articleshow/42391761.cms
2014-01-26,"Trans Harbour stations lack basic facilities",http://timesofindia.indiatimes.com//city/navi-mumbai/Trans-Harbour-stations-lack-basic-facilities/articleshow/29371996.cms
2014-07-19,"Para athlete protests lack of Metro access",http://timesofindia.indiatimes.com//city/delhi/Para-athlete-protests-lack-of-Metro-access/articleshow/38640928.cms
2014-11-20,"Ebola shield weak, ports still lack thermal scanners",http://timesofindia.indiatimes.com//city/mumbai/Ebola-shield-weak-ports-still-lack-thermal-scanners/articleshow/45211245.cms
2014-07-05,"Hospitals lack enoughbeds, admits government",http://timesofindia.indiatimes.com//city/patna/Hospitals-lack-enoughbeds-admits-government/articleshow/37798085.cms
2014-07-05,"1 lakh Bangalore buildings lack fire safety",http://timesofindia.indiatimes.com//city/bengaluru/1-lakh-Bangalore-buildings-lack-fire-safety/articleshow/37805177.cms
2014-07-05,"New medical colleges to come up in Rajasthan, but lack of faculty members could hamper move",http://timesofindia.indiatimes.com//city/jaipur/New-medical-colleges-to-come-up-in-Rajasthan-but-lack-of-faculty-members-could-hamper-move/articleshow/37818662.cms
2014-04-05,"Accidents on Sion-Panvel highway due to lack of streetlights, say residents",http://timesofindia.indiatimes.com//city/navi-mumbai/Accidents-on-Sion-Panvel-highway-due-to-lack-of-streetlights-say-residents/articleshow/33247899.cms
2014-08-31,"SNDL staffers hamstrung by lack of legal status",http://timesofindia.indiatimes.com//city/nagpur/SNDL-staffers-hamstrung-by-lack-of-legal-status/articleshow/41298164.cms
2014-08-31,"TB epidemic driven by lack of food in India",http://timesofindia.indiatimes.com//india/TB-epidemic-driven-by-lack-of-food-in-India/articleshow/41312849.cms
2014-10-02,"State BJP leaders lack stature: Raj Thackeray",http://timesofindia.indiatimes.com//city/nagpur/State-BJP-leaders-lack-stature-Raj-Thackeray/articleshow/44026785.cms
2014-10-02,"Sarita Devi showed lack of sportsmanship, say Asian Games organisers",http://timesofindia.indiatimes.com//asian-games-2014/india-at-incheon/Sarita-Devi-showed-lack-of-sportsmanship-say-Asian-Games-organisers/articleshow/44072308.cms
2014-02-24,"Firemen rue lack of blaze-fighting gear",http://timesofindia.indiatimes.com//city/bengaluru/Firemen-rue-lack-of-blaze-fighting-gear/articleshow/30920908.cms
2014-04-04,"Over 20% state households lack electricity, sanitation",http://timesofindia.indiatimes.com//city/goa/Over-20-state-households-lack-electricity-sanitation/articleshow/33193932.cms
2014-12-16,"85% of railway coaches lack fire safety warning systems, admits minister",http://timesofindia.indiatimes.com//india/85-of-railway-coaches-lack-fire-safety-warning-systems-admits-minister/articleshow/45529524.cms
2014-11-22,"Bihar woman leaves husband's house for lack of toilet",http://timesofindia.indiatimes.com//city/patna/Bihar-woman-leaves-husbands-house-for-lack-of-toilet/articleshow/45239441.cms
2014-06-26,"Injured victims face lack of facilities at PMCH",http://timesofindia.indiatimes.com//city/patna/Injured-victims-face-lack-of-facilities-at-PMCH/articleshow/37214311.cms
2014-06-26,"Series of murders puts focus on lack of safety for seniors",http://timesofindia.indiatimes.com//city/chennai/Series-of-murders-puts-focus-on-lack-of-safety-for-seniors/articleshow/37225549.cms
2014-01-22,"Fair shows lack of English versions of Tamil works",http://timesofindia.indiatimes.com//city/chennai/Fair-shows-lack-of-English-versions-of-Tamil-works/articleshow/29175391.cms
2014-02-02,"Child deaths due to lack of facilities: Audit",http://timesofindia.indiatimes.com//city/nashik/Child-deaths-due-to-lack-of-facilities-Audit/articleshow/29735547.cms
2014-06-22,"Commissionerate rues lack of senior cops",http://timesofindia.indiatimes.com//city/nashik/Commissionerate-rues-lack-of-senior-cops/articleshow/36974755.cms
2014-09-16,"James Foley's family felt lack of guidance by US",http://timesofindia.indiatimes.com//world/us/James-Foleys-family-felt-lack-of-guidance-by-US/articleshow/42605909.cms
2014-07-15,"19 UCMS doctors quit citing lack of pay parity",http://timesofindia.indiatimes.com//city/delhi/19-UCMS-doctors-quit-citing-lack-of-pay-parity/articleshow/38401156.cms
2014-07-15,"Study points to haphazard devpt, lack of tourism policy in state",http://timesofindia.indiatimes.com//city/goa/Study-points-to-haphazard-devpt-lack-of-tourism-policy-in-state/articleshow/38409864.cms
2014-07-17,"England dominate but lack intensity",http://timesofindia.indiatimes.com//articleshow/38528527.cms
2014-12-06,"Watchers lack adequate facilities to perform high-risk job",http://timesofindia.indiatimes.com//city/coimbatore/Watchers-lack-adequate-facilities-to-perform-high-risk-job/articleshow/45391909.cms
2014-06-06,"‘Caste certificates delayed due to lack of officials’",http://timesofindia.indiatimes.com//city/navi-mumbai/Caste-certificates-delayed-due-to-lack-of-officials/articleshow/36115010.cms
2014-08-05,"Glasgow lets off Indian officials for lack of evidence",http://timesofindia.indiatimes.com//commonwealth-games-2014/india-at-glasgow/Glasgow-lets-off-Indian-officials-for-lack-of-evidence/articleshow/39657395.cms
2014-07-11,"Delta farmers rue over lack of big bang announcements",http://timesofindia.indiatimes.com//city/trichy/Delta-farmers-rue-over-lack-of-big-bang-announcements/articleshow/38165685.cms
2014-01-20,"Do Indian writers lack wit, humour?",http://timesofindia.indiatimes.com//entertainment/kannada/theatre/Do-Indian-writers-lack-wit-humour/articleshow/29090830.cms
2014-06-11,"Power minister Goyal accuses Sheila government of policy paralysis and lack of planning",http://timesofindia.indiatimes.com//city/delhi/Power-minister-Goyal-accuses-Sheila-government-of-policy-paralysis-and-lack-of-planning/articleshow/36363965.cms
2014-06-11,"1,675 medical college seats in Maharashtra scrapped due to lack of proper infrastructure, faculty",http://timesofindia.indiatimes.com//city/mumbai/1675-medical-college-seats-in-Maharashtra-scrapped-due-to-lack-of-proper-infrastructure-faculty/articleshow/36362470.cms
2014-06-11,"83% schools lack basic facilities",http://timesofindia.indiatimes.com//city/thane/83-schools-lack-basic-facilities/articleshow/36361223.cms
2014-06-11,"'Rise in atrocities against dalits in Haryana shows lack of cop action'",http://timesofindia.indiatimes.com//city/chandigarh/Rise-in-atrocities-against-dalits-in-Haryana-shows-lack-of-cop-action/articleshow/36366948.cms
2015-01-10,"The south voted on economy, north on lack of rehabilitation",http://timesofindia.indiatimes.com//world/south-asia/The-south-voted-on-economy-north-on-lack-of-rehabilitation/articleshow/45830427.cms
2015-05-21,"‘Class V pupils in Goa lack basic literacy skills’",http://timesofindia.indiatimes.com//city/goa/Class-V-pupils-in-Goa-lack-basic-literacy-skills/articleshow/47364193.cms
2015-05-21,"Commission blames lack of lights on Seaport-Airport Road",http://timesofindia.indiatimes.com//city/kochi/Commission-blames-lack-of-lights-on-Seaport-Airport-Road/articleshow/47369894.cms
2015-04-12,"Why Delhi fashion shows now lack showstoppers",http://timesofindia.indiatimes.com//life-style/fashion/trends/Why-Delhi-fashion-shows-now-lack-showstoppers/articleshow/46878639.cms
2015-05-25,"Private schools in Tamil Nadu lack qualified teachers",http://timesofindia.indiatimes.com//city/madurai/Private-schools-in-Tamil-Nadu-lack-qualified-teachers/articleshow/47409649.cms
2015-05-25,"Pharma industry laments lack of infrastructure",http://timesofindia.indiatimes.com//city/goa/Pharma-industry-laments-lack-of-infrastructure/articleshow/47409230.cms
2015-05-25,"Dhoni rues lack of individual match winning efforts",http://timesofindia.indiatimes.com//sports/ipl-2015/news/Dhoni-rues-lack-of-individual-match-winning-efforts/articleshow/47412776.cms
2015-01-16,"Interview: Spinners today lack game sense: Hirwani",http://timesofindia.indiatimes.com//articleshow/45906416.cms
2015-01-03,"Shelter homes lack basic facilities",http://timesofindia.indiatimes.com//city/varanasi/Shelter-homes-lack-basic-facilities/articleshow/45739719.cms
2015-03-02,"No leniency to rapist for lack of crime history: HC",http://timesofindia.indiatimes.com//city/mumbai/No-leniency-to-rapist-for-lack-of-crime-history-HC/articleshow/46424732.cms
2015-04-07,"Two CBSE schools lack safety permits",http://timesofindia.indiatimes.com//city/guwahati/Two-CBSE-schools-lack-safety-permits/articleshow/46828515.cms
2015-04-07,"Villages in Kamrup Metro lack basic facilities",http://timesofindia.indiatimes.com//city/guwahati/Villages-in-Kamrup-Metro-lack-basic-facilities/articleshow/46828619.cms
2015-05-05,"Defunct machines, lack of staff cripple GMCH radio-diagnosis dept",http://timesofindia.indiatimes.com//city/nagpur/Defunct-machines-lack-of-staff-cripple-GMCH-radio-diagnosis-dept/articleshow/47155064.cms
2015-05-05,"39 new police chowkis put on hold due to lack of manpower",http://timesofindia.indiatimes.com//city/jaipur/39-new-police-chowkis-put-on-hold-due-to-lack-of-manpower/articleshow/47156098.cms
2015-02-07,"Vacant teacher posts, lack of facilities plague sevashrams",http://timesofindia.indiatimes.com//city/bhubaneswar/Vacant-teacher-posts-lack-of-facilities-plague-sevashrams/articleshow/46153577.cms
2015-01-05,"Almost all adolescent girls in Mumbai lack proper nutrition, says study",http://timesofindia.indiatimes.com//city/mumbai/Almost-all-adolescent-girls-in-Mumbai-lack-proper-nutrition-says-study/articleshow/45755217.cms
2015-04-01,"DU students protest against lack of buses",http://timesofindia.indiatimes.com//city/delhi/DU-students-protest-against-lack-of-buses/articleshow/46764652.cms
2015-02-25,"UGC slams Telangana, AP varsities over lack of digitization",http://timesofindia.indiatimes.com//home/education/news/UGC-slams-Telangana-AP-varsities-over-lack-of-digitization/articleshow/46362629.cms
2015-02-25,"UGC slams Telangana, AP varsities over lack of digitization",http://timesofindia.indiatimes.com//city/hyderabad/UGC-slams-Telangana-AP-varsities-over-lack-of-digitization/articleshow/46362632.cms
2015-02-25,"Court expresses dissatisfaction at lack of inverters at exam centres",http://timesofindia.indiatimes.com//city/mumbai/Court-expresses-dissatisfaction-at-lack-of-inverters-at-exam-centres/articleshow/46363843.cms
2015-05-18,"Gurgaon SHO arrested for corruption, released for lack of evidence",http://timesofindia.indiatimes.com//city/gurgaon/Gurgaon-SHO-arrested-for-corruption-released-for-lack-of-evidence/articleshow/47322571.cms
2015-05-04,"Army rues lack of funds for critical weapons, to approach Finance Ministry in June",http://timesofindia.indiatimes.com//india/Army-rues-lack-of-funds-for-critical-weapons-to-approach-Finance-Ministry-in-June/articleshow/47145666.cms
2015-02-10,"Rider count goes up, but Metro corridors lack infrastucture",http://timesofindia.indiatimes.com//city/delhi/Rider-count-goes-up-but-Metro-corridors-lack-infrastucture/articleshow/46181402.cms
2015-04-24,"Bad diet, not lack of activity, tied to obesity epidemic",http://timesofindia.indiatimes.com//home/science/Bad-diet-not-lack-of-activity-tied-to-obesity-epidemic/articleshow/47034238.cms
2015-03-27,"Body condemns church attacks, lack of beef in Goa",http://timesofindia.indiatimes.com//city/goa/Body-condemns-church-attacks-lack-of-beef-in-Goa/articleshow/46708532.cms
2015-05-23,"Murder at bus terminus exposes lack of security",http://timesofindia.indiatimes.com//city/nashik/Murder-at-bus-terminus-exposes-lack-of-security/articleshow/47392944.cms
2015-03-04,"Madras University students protest against lack of basic amenities",http://timesofindia.indiatimes.com//city/chennai/Madras-University-students-protest-against-lack-of-basic-amenities/articleshow/46450290.cms
2015-01-18,"MLAs blame DVMC officials for lack of development",http://timesofindia.indiatimes.com//city/ranchi/MLAs-blame-DVMC-officials-for-lack-of-development/articleshow/45925596.cms
2015-01-18,"Amitabh Bachchan: I lack ambition",http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/Amitabh-Bachchan-I-lack-ambition/articleshow/45928264.cms
2015-01-31,"Hospital lack knowledge on biomed waste management",http://timesofindia.indiatimes.com//city/madurai/Hospital-lack-knowledge-on-biomed-waste-management/articleshow/46075266.cms
2015-01-23,"Organisers of Hyderabad Literary Festival-2015 rue lack of funds",http://timesofindia.indiatimes.com//city/hyderabad/Organisers-of-Hyderabad-Literary-Festival-2015-rue-lack-of-funds/articleshow/45985841.cms
2015-03-22,"Visually-impaired, but this man doesn’t lack vision",http://timesofindia.indiatimes.com//city/goa/Visually-impaired-but-this-man-doesnt-lack-vision/articleshow/46648469.cms
2015-03-22,"Hashimpura massacre case: For lack of evidence, all 16 accused walk free",http://timesofindia.indiatimes.com//india/Hashimpura-massacre-case-For-lack-of-evidence-all-16-accused-walk-free/articleshow/46649048.cms
2015-05-02,"Activists rue lack of rehab in state home for kids",http://timesofindia.indiatimes.com//city/hyderabad/Activists-rue-lack-of-rehab-in-state-home-for-kids/articleshow/47126426.cms
2015-04-16,"Students lock college gate to protest lack of basic amenities",http://timesofindia.indiatimes.com//city/gurgaon/Students-lock-college-gate-to-protest-lack-of-basic-amenities/articleshow/46938753.cms
2015-04-16,"Injured jumbo suffers due to lack of care",http://timesofindia.indiatimes.com//city/coimbatore/Injured-jumbo-suffers-due-to-lack-of-care/articleshow/46939688.cms
2015-04-19,"Citizens rue lack of parking lots and dedicated policy",http://timesofindia.indiatimes.com//city/aurangabad/Citizens-rue-lack-of-parking-lots-and-dedicated-policy/articleshow/46973648.cms
2015-04-19,"Burnley boss bemoans lack of 'fair play' reward",http://timesofindia.indiatimes.com//sports/football/epl/top-stories/Burnley-boss-bemoans-lack-of-fair-play-reward/articleshow/46975268.cms
2015-05-22,"Akshay Kumar thinks top actors lack unity",http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/Akshay-Kumar-thinks-top-actors-lack-unity/articleshow/47371582.cms
2015-03-11,"Cash van guards lack firepower, lose edge",http://timesofindia.indiatimes.com//city/chandigarh/Cash-van-guards-lack-firepower-lose-edge/articleshow/46522075.cms
2015-03-11,"No lack of motivation against Bangladesh: Ronchi",http://timesofindia.indiatimes.com//articleshow/46524407.cms
2015-02-11,"Snoop Dogg blasts Grammys for lack of support for hip-hop",http://timesofindia.indiatimes.com//entertainment/english/music/news/Snoop-Dogg-blasts-Grammys-for-lack-of-support-for-hip-hop/articleshow/46198799.cms
2015-04-15,"50% schools in state lack toilets for disabled students, a fifth lack ramps",http://timesofindia.indiatimes.com//city/mumbai/50-schools-in-state-lack-toilets-for-disabled-students-a-fifth-lack-ramps/articleshow/46927363.cms
2015-03-10,"March in Mumbai to protest against lack of progress in Pansare assassination case",http://timesofindia.indiatimes.com//city/mumbai/March-in-Mumbai-to-protest-against-lack-of-progress-in-Pansare-assassination-case/articleshow/46509577.cms
2015-01-11,"Art students rue over lack of facilities",http://timesofindia.indiatimes.com//city/mysuru/Art-students-rue-over-lack-of-facilities/articleshow/45842432.cms
2015-04-22,"CPI workers criticise lack of facilities at RTO",http://timesofindia.indiatimes.com//city/kolhapur/CPI-workers-criticise-lack-of-facilities-at-RTO/articleshow/47006756.cms
2015-03-01,"Budget 2015: In NCR, industries rue lack of incentives",http://timesofindia.indiatimes.com//budget-2015/union-budget-2015/Budget-2015-Union-Budget-2015/articleshow/46415992.cms
2015-04-20,"Schools in dist lack ramp for disabled, playground",http://timesofindia.indiatimes.com//city/kolhapur/Schools-in-dist-lack-ramp-for-disabled-playground/articleshow/46984603.cms
2015-01-20,"Breakdowns on marathon day show lack of training",http://timesofindia.indiatimes.com//city/mumbai/Breakdowns-on-marathon-day-show-lack-of-training/articleshow/45947748.cms
2015-02-22,"Most govt schools lack labs, students pay the price",http://timesofindia.indiatimes.com//city/jaipur/Most-govt-schools-lack-labs-students-pay-the-price/articleshow/46328649.cms
2015-02-15,"‘Less calls on helpline due to lack of awareness’",http://timesofindia.indiatimes.com//city/navi-mumbai/Less-calls-on-helpline-due-to-lack-of-awareness/articleshow/46247088.cms
2015-05-15,"Rights notice on lack of toilets for women at nine police stations",http://timesofindia.indiatimes.com//city/gurgaon/Rights-notice-on-lack-of-toilets-for-women-at-nine-police-stations/articleshow/47289948.cms
2015-05-11,"Curious case of surplus power, but lack of buyers",http://timesofindia.indiatimes.com//business/india-business/Curious-case-of-surplus-power-but-lack-of-buyers/articleshow/47227137.cms
2015-02-23,"Commuters regret lack of bus shelters",http://timesofindia.indiatimes.com//city/pune/Commuters-regret-lack-of-bus-shelters/articleshow/46336529.cms
2015-05-24,"MSRTC rues lack of cops at Nashik bus stands",http://timesofindia.indiatimes.com//city/nashik/MSRTC-rues-lack-of-cops-at-Nashik-bus-stands/articleshow/47401268.cms
2015-02-18,"75% of 138 schools lack sanitation facilities: Survey",http://timesofindia.indiatimes.com//city/jaipur/75-of-138-schools-lack-sanitation-facilities-Survey/articleshow/46279955.cms
2015-03-15,"State anganwadis lack basic hygiene, funds to fill tummies",http://timesofindia.indiatimes.com//city/coimbatore/State-anganwadis-lack-basic-hygiene-funds-to-fill-tummies/articleshow/46569277.cms
2015-03-15,"Ropeway to Malana fails to materialize due to lack of funds",http://timesofindia.indiatimes.com//india/Ropeway-to-Malana-fails-to-materialize-due-to-lack-of-funds/articleshow/46569767.cms
2015-05-12,"Badal rues lack of skilled labour at Niti Aayog meet",http://timesofindia.indiatimes.com//city/guwahati/Badal-rues-lack-of-skilled-labour-at-Niti-Aayog-meet/articleshow/47238587.cms
2015-02-14,"KMC to implement safe city project in phases due to lack of funds",http://timesofindia.indiatimes.com//city/kolhapur/KMC-to-implement-safe-city-project-in-phases-due-to-lack-of-funds/articleshow/46241131.cms
2015-04-29,"Important govt offices in Nagpur lack basic amenities",http://timesofindia.indiatimes.com//city/nagpur/Important-govt-offices-in-Nagpur-lack-basic-amenities/articleshow/47089592.cms
2015-04-29,"Govt offices lack basic amenities",http://timesofindia.indiatimes.com//city/nagpur/Govt-offices-lack-basic-amenities/articleshow/47089450.cms
2015-04-29,"Rodgers bemoans Liverpool's lack of killer instinct",http://timesofindia.indiatimes.com//sports/football/epl/top-stories/Rodgers-bemoans-Liverpools-lack-of-killer-instinct/articleshow/47093146.cms
2015-03-30,"Nadal says suffering from nerves and lack of confidence",http://timesofindia.indiatimes.com//sports/tennis/top-stories/Nadal-says-suffering-from-nerves-and-lack-of-confidence/articleshow/46742414.cms
2015-03-17,"350 projects held up for lack of green nod scrutiny panel",http://timesofindia.indiatimes.com//city/mumbai/350-projects-held-up-for-lack-of-green-nod-scrutiny-panel/articleshow/46589055.cms
2015-03-17,"City RTOs understaffed, lack basic infrastructure",http://timesofindia.indiatimes.com//city/coimbatore/City-RTOs-understaffed-lack-basic-infrastructure/articleshow/46590878.cms
2015-05-27,"Boxer Mandeep Kaur laments lack of proper coach",http://timesofindia.indiatimes.com//sports/boxing/Boxer-Mandeep-Kaur-laments-lack-of-proper-coach/articleshow/47438133.cms
2015-01-01,"Dramatist Dolly Thakore rails against lack of security channels for women at airport",http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/Dramatist-Dolly-Thakore-rails-against-lack-of-security-channels-for-women-at-airport/articleshow/45714999.cms
2015-03-12,"My opinion: Civic agencies lack focus, direction",http://timesofindia.indiatimes.com//city/bengaluru/My-opinion-Civic-agencies-lack-focus-direction/articleshow/46535873.cms
2015-03-12,"Obese? Diabetic? It could all be due to lack of sleep",http://timesofindia.indiatimes.com//home/science/Obese-Diabetic-It-could-all-be-due-to-lack-of-sleep/articleshow/46535876.cms
2015-03-08,"NMMC’s clean city mission hindered by expanding slums, lack of toilets: Activists",http://timesofindia.indiatimes.com//city/navi-mumbai/NMMCs-clean-city-mission-hindered-by-expanding-slums-lack-of-toilets-Activists/articleshow/46487647.cms
2015-01-12,"Fleming: Indian bowlers lack mental toughness",http://timesofindia.indiatimes.com//articleshow/45851247.cms
2015-03-28,"Due to lack of OC, over 600 CHS denied deemed conveyance",http://timesofindia.indiatimes.com//city/thane/Due-to-lack-of-OC-over-600-CHS-denied-deemed-conveyance/articleshow/46724290.cms
2015-01-28,"Old City residents rue lack of efforts to curb swine flu",http://timesofindia.indiatimes.com//city/hyderabad/Old-City-residents-rue-lack-of-efforts-to-curb-swine-flu/articleshow/46035800.cms
2015-01-28,"Madras HC cites lack of jurisdiction, rejects plea on Godse statue",http://timesofindia.indiatimes.com//india/Madras-HC-cites-lack-of-jurisdiction-rejects-plea-on-Godse-statue/articleshow/46036368.cms
2015-03-24,"TB epidemic driven by lack of food in India",http://timesofindia.indiatimes.com//india/TB-epidemic-driven-by-lack-of-food-in-India/articleshow/41312849.cms
2015-05-21,"Lack of air connectivity cripples tourism industry of Himachal Pradesh",http://timesofindia.indiatimes.com//india/Lack-of-air-connectivity-cripples-tourism-industry-of-Himachal-Pradesh/articleshow/47367629.cms
2015-05-25,"Lack of surgical staff ails Kolhapur civic body’s hospital plan",http://timesofindia.indiatimes.com//city/kolhapur/Lack-of-surgical-staff-ails-Kolhapur-civic-bodys-hospital-plan/articleshow/47409170.cms
2015-04-03,"Lack of public toilets in markets causes inconvenience to women",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-public-toilets-in-markets-causes-inconvenience-to-women/articleshow/46789697.cms
2015-05-07,"Lack of judgment copy helps Salman get bail",http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/Lack-of-judgment-copy-helps-Salman-get-bail/articleshow/47182786.cms
2015-04-13,"Lack of an experienced back-up goalkeeper a worry for Sreejesh",http://timesofindia.indiatimes.com//sports/hockey/top-stories/Lack-of-an-experienced-back-up-goalkeeper-a-worry-for-Sreejesh/articleshow/46905613.cms
2015-03-02,"Lack of roles for actresses in 50s is a disaster, says Kristin Scott Thomas",http://timesofindia.indiatimes.com//entertainment/english/hollywood/news/Lack-of-roles-for-actresses-in-50s-is-a-disaster-says-Kristin-Scott-Thomas/articleshow/46431774.cms
2015-05-06,"JP Duminy: Lack of yorkers did for us",http://timesofindia.indiatimes.com//articleshow/47168379.cms
2015-01-17,"Lack of dental care may hurt overall health",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-dental-care-may-hurt-overall-health/articleshow/45916625.cms
2015-04-14,"Lack of response, Chanda prohibition derail Deccan Odyssey",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-response-Chanda-prohibition-derail-Deccan-Odyssey/articleshow/46912995.cms
2015-03-18,"Lack of infrastructure, political will dims Pune's smart city chances",http://timesofindia.indiatimes.com//city/pune/Lack-of-infrastructure-political-will-dims-Punes-smart-city-chances/articleshow/46603771.cms
2015-03-26,"Lack of bus shelters in city force residents to wilt under the sun",http://timesofindia.indiatimes.com//city/coimbatore/Lack-of-bus-shelters-in-city-force-residents-to-wilt-under-the-sun/articleshow/46695465.cms
2015-04-01,"Lack of pathways hits commuters at Central station",http://timesofindia.indiatimes.com//city/chennai/Lack-of-pathways-hits-commuters-at-Central-station/articleshow/46764372.cms
2015-03-14,"Lack of clay moulds sad story for potters",http://timesofindia.indiatimes.com//city/coimbatore/Lack-of-clay-moulds-sad-story-for-potters/articleshow/46559648.cms
2015-02-12,"‘Lack of underpasses lead to increase in accidents’",http://timesofindia.indiatimes.com//city/navi-mumbai/Lack-of-underpasses-lead-to-increase-in-accidents/articleshow/46204432.cms
2015-04-18,"Lack of info helps corruption in system",http://timesofindia.indiatimes.com//city/madurai/Lack-of-info-helps-corruption-in-system/articleshow/46964914.cms
2015-04-18,"Lack of signals may turn link road to killer stretch",http://timesofindia.indiatimes.com//city/trichy/Lack-of-signals-may-turn-link-road-to-killer-stretch/articleshow/46965256.cms
2015-04-17,"Lack of canal repair: Water supply in crisis",http://timesofindia.indiatimes.com//city/kozhikode/Lack-of-canal-repair-Water-supply-in-crisis/articleshow/46952467.cms
2015-02-08,"Lack of humane approach to medical care causes deaths",http://timesofindia.indiatimes.com//city/chennai/Lack-of-humane-approach-to-medical-care-causes-deaths/articleshow/46160563.cms
2015-04-16,"Lack of knowledge about terrain, lingo cripples ops against Naxals",http://timesofindia.indiatimes.com//india/Lack-of-knowledge-about-terrain-lingo-cripples-ops-against-Naxals/articleshow/46939835.cms
2015-01-26,"Lack of clarity on power tariff worry for solar companies",http://timesofindia.indiatimes.com//city/chennai/Lack-of-clarity-on-power-tariff-worry-for-solar-companies/articleshow/46020414.cms
2015-05-20,"Lack of rules making India lose out on drug trials",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-rules-making-India-lose-out-on-drug-trials/articleshow/47349532.cms
2015-05-20,"Lack of rules making India lose out on drug trials",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-rules-making-India-lose-out-on-drug-trials/articleshow/47353859.cms
